gender,marital_status,city,education_level,department,income_class,age,years_experience,weekly_hours,bonus_percentage,performance_score,overtime_hours,monthly_income,predicted_income,income_gap,gap_flag
Female,Married,Jakarta,SMA,Marketing,High,38.0,12.0,36.6,13.2,73.3,4.8,9199,10192.428883308497,-993.4288833084975,Underpaid
Female,Divorced,Surabaya,D3,Marketing,Low,47.0,2.0,40.0,9.9,67.1,6.9,4898,5150.977903432165,-252.97790343216457,Fair
Male,Married,Bandung,S1,IT,High,42.0,11.0,40.0,6.4,75.8,6.4,9745,10102.84576935582,-357.84576935581936,Fair
Male,Married,Surabaya,SMA,Marketing,High,38.0,11.0,41.0,15.7,73.2,11.6,10104,10146.04177361975,-42.04177361975053,Fair
Female,Divorced,Jakarta,SMA,Marketing,High,39.0,18.0,29.8,9.9,85.2,10.3,12154,12024.239822313502,129.76017768649763,Fair
Female,Single,Jakarta,S1,Marketing,Low,35.0,2.0,35.1,9.9,86.5,11.0,5422,4889.993163345762,532.0068366542382,Overpaid
Male,Single,Surabaya,S1,Sales,Low,39.0,7.0,44.9,9.9,61.3,5.6,8643,7559.797902306402,1083.2020976935983,Overpaid
Male,Single,Jakarta,S2,Sales,High,15.0,10.0,40.0,13.7,81.2,17.4,11506,10023.877643020953,1482.1223569790473,Overpaid
Female,Divorced,Jakarta,S1,IT,High,33.0,12.0,48.7,12.8,83.2,7.7,11525,11360.90037161682,164.09962838317915,Fair
Male,Married,Surabaya,D3,HR,High,37.0,11.0,48.4,8.3,61.5,15.9,11042,10788.050065038156,253.9499349618436,Fair
Male,Single,Surabaya,S2,HR,Low,38.0,7.0,52.5,10.9,84.0,5.6,8278,8245.362431668644,32.637568331356306,Fair
Female,Single,Bandung,S1,Sales,High,33.0,16.0,40.1,9.9,65.5,11.7,13564,12171.310078324255,1392.6899216757447,Overpaid
Female,Single,Bandung,D3,Marketing,High,49.0,10.0,35.2,8.5,72.6,9.3,9225,9324.982086828217,-99.98208682821678,Fair
Male,Divorced,Jakarta,SMA,HR,High,48.0,12.0,40.0,10.5,76.9,9.8,10088,10600.981453827357,-512.9814538273567,Underpaid
Male,Married,Jakarta,SMA,HR,Low,31.0,9.0,28.7,10.8,80.7,8.6,6570,7037.377372674117,-467.3773726741174,Fair
Female,Divorced,Surabaya,S1,Finance,Low,34.0,4.0,48.0,13.9,65.1,11.2,5015,6745.937673098737,-1730.937673098737,Underpaid
Male,Married,Jakarta,S1,Sales,High,34.0,15.0,48.0,12.3,86.6,11.1,12005,12455.15651781494,-450.15651781493943,Fair
Male,Married,Bandung,SMA,IT,High,37.0,22.0,38.9,9.9,88.2,13.8,14576,14268.012010979062,307.9879890209377,Fair
Male,Married,Surabaya,S1,Finance,Low,29.0,5.0,40.5,7.2,80.5,10.5,7401,6491.123458235682,909.8765417643181,Overpaid
Female,Divorced,Jakarta,S1,HR,High,26.0,14.0,35.2,11.7,68.8,12.4,12047,11034.085771890364,1012.9142281096356,Overpaid
Female,Divorced,Surabaya,SMA,Finance,Low,40.0,3.0,31.2,12.8,83.6,11.1,5732,5037.149790967829,694.8502090321708,Overpaid
Female,Married,Surabaya,S1,Finance,Low,40.0,11.0,38.9,10.3,64.5,7.0,8789,8539.349820166515,249.6501798334848,Fair
Female,Single,Surabaya,D3,Sales,High,29.0,15.0,38.4,9.2,76.1,8.7,11878,11678.504164815724,199.49583518427607,Fair
Other,Married,Jakarta,S1,Marketing,Low,42.0,0.0,38.1,10.2,77.4,12.8,3318,4238.832213153901,-920.8322131539007,Underpaid
Other,Single,Surabaya,S1,HR,Low,30.0,9.0,41.1,10.6,77.4,12.8,6770,8071.89001573672,-1301.8900157367198,Underpaid
Male,Single,Surabaya,S1,IT,High,35.0,7.0,47.1,8.1,66.6,16.2,81380,9198.935280866574,72181.06471913343,Overpaid
Male,Single,Jakarta,S1,Finance,Low,42.0,6.0,38.5,9.9,70.0,19.3,8109,6709.4095211474605,1399.5904788525395,Overpaid
Female,Single,Bandung,S1,Finance,High,35.0,12.0,40.9,3.8,76.3,7.4,9751,10734.853316334016,-983.8533163340162,Underpaid
Female,Married,Bandung,D3,Finance,High,39.0,16.0,43.6,13.8,67.7,10.7,13197,12387.847374628709,809.1526253712909,Overpaid
Female,Single,Jakarta,D3,Finance,Low,31.0,9.0,42.8,9.9,77.7,9.0,8111,8280.834331150128,-169.8343311501285,Fair
Female,Married,Bandung,S1,HR,High,33.0,11.0,36.9,11.1,68.9,4.5,9881,9929.483784611355,-48.48378461135508,Fair
Male,Single,Surabaya,SMA,Finance,High,33.0,11.0,40.5,13.8,85.0,12.8,9305,10353.467717345038,-1048.4677173450382,Underpaid
Male,Married,Jakarta,D3,Finance,High,29.0,10.0,42.7,6.2,90.6,13.9,10797,10144.854703049179,652.1452969508209,Overpaid
Male,Married,Surabaya,S1,Marketing,Low,34.0,5.0,34.4,4.8,72.0,4.6,5623,5802.24665571212,-179.24665571211972,Fair
Female,Single,Surabaya,S1,HR,High,23.0,16.0,46.3,11.2,84.2,8.1,12089,12730.977313854164,-641.9773138541641,Underpaid
Other,Married,Jakarta,D3,Finance,High,31.0,11.0,47.2,9.9,72.9,7.6,11687,10812.23111232878,874.76888767122,Overpaid
Male,Married,Surabaya,SMA,Sales,Low,33.0,12.0,40.0,4.8,65.6,2.5,9062,9023.943205784788,38.056794215211994,Fair
Female,Married,Jakarta,D3,Marketing,Low,33.0,6.0,41.0,11.1,70.7,9.8,7310,6778.459769334482,531.5402306655178,Overpaid
Female,Married,Surabaya,SMA,IT,Low,33.0,8.0,40.0,9.9,75.9,4.3,7752,7482.501420200666,269.49857979933404,Fair
Male,Married,Bandung,SMA,Sales,High,35.0,9.0,37.3,7.6,57.1,10.8,9151,9172.071041005625,-21.071041005625375,Fair
Female,Single,Surabaya,S1,HR,Low,39.0,2.0,42.4,9.0,81.3,11.3,6538,5515.026318306327,1022.9736816936729,Overpaid
Female,Married,Surabaya,SMA,IT,Low,42.0,2.0,40.8,2.7,75.9,12.0,4407,5224.7849616609765,-817.7849616609765,Underpaid
Male,Married,Jakarta,D3,Finance,Low,30.0,7.0,32.7,8.2,85.0,12.2,7312,6655.420026789805,656.579973210195,Overpaid
Male,Single,Bandung,D3,HR,High,25.0,13.0,42.3,7.9,81.1,17.7,11369,11264.866938594885,104.13306140511486,Fair
Male,Married,Surabaya,S2,IT,Low,35.0,7.0,34.5,11.7,76.2,6.0,7076,6637.030635478109,438.9693645218913,Fair
Male,Married,Surabaya,D3,Sales,Low,31.0,5.0,44.7,9.5,71.4,6.2,8495,6799.5534096270985,1695.4465903729015,Overpaid
Male,Single,Bandung,SMA,Finance,Low,32.0,6.0,36.6,9.9,90.2,9.8,8182,6675.6199484604385,1506.3800515395615,Overpaid
Male,Married,Bandung,SMA,Finance,Low,29.0,8.0,39.2,9.9,96.7,9.3,7067,7626.028038123468,-559.0280381234679,Underpaid
Female,Married,Bandung,S1,HR,High,25.0,8.0,46.9,7.5,71.6,15.6,9895,9655.314412216501,239.6855877834987,Fair
Female,Single,Bandung,S1,Finance,High,31.0,21.0,42.5,9.9,85.4,12.8,15255,14348.70880111833,906.2911988816704,Overpaid
Female,Married,Bandung,D3,IT,High,36.0,15.0,34.6,9.9,67.9,19.6,11204,11194.848109681681,9.151890318318692,Fair
Female,Married,Surabaya,D3,Marketing,High,40.0,15.0,34.9,9.9,69.1,9.5,10760,11131.095249309903,-371.095249309903,Fair
Female,Single,Bandung,SMA,Sales,High,31.0,16.0,37.0,4.6,71.1,2.6,10218,11932.277735106396,-1714.277735106396,Underpaid
Female,Married,Bandung,S1,HR,Low,32.0,5.0,42.0,9.9,81.8,9.8,6980,6622.761419026103,357.2385809738971,Fair
Male,Married,Surabaya,S1,Marketing,Low,28.0,4.0,41.8,9.9,64.3,9.6,6487,6038.649710783291,448.3502892167089,Fair
Male,Married,Jakarta,SMA,Marketing,Low,35.0,4.0,35.8,7.8,90.5,12.7,7573,5650.794870940674,1922.2051290593263,Overpaid
Male,Single,Surabaya,SMA,HR,High,28.0,17.0,34.2,13.0,84.4,9.8,11242,12094.19895394415,-852.1989539441493,Underpaid
Female,Married,Jakarta,SMA,IT,Low,40.0,7.0,41.4,13.5,81.6,7.3,6034,7250.923297044715,-1216.9232970447147,Underpaid
Female,Married,Bandung,SMA,Sales,Low,21.0,4.0,40.0,9.9,72.1,5.0,4730,6120.223215489273,-1390.2232154892727,Underpaid
Female,Divorced,Jakarta,S1,HR,High,35.0,8.0,50.8,16.1,83.3,9.3,10670,10070.619697114053,599.3803028859475,Overpaid
Female,Divorced,Surabaya,SMA,Marketing,Low,37.0,9.0,40.2,13.8,45.8,1.9,8071,7782.743761753288,288.2562382467122,Fair
Female,Single,Jakarta,SMA,Marketing,High,36.0,11.0,49.1,9.9,79.4,10.4,11771,10928.239038156484,842.7609618435163,Overpaid
Female,Single,Jakarta,SMA,HR,Low,57.0,11.0,34.1,9.9,76.6,8.0,8921,8183.199596717144,737.8004032828558,Overpaid
Other,Single,Jakarta,S2,Marketing,Low,38.0,6.0,32.1,9.9,56.1,14.3,5239,6009.70878899784,-770.7087889978402,Underpaid
Female,Married,Bandung,S1,HR,High,35.0,13.0,34.4,16.1,79.1,0.1,11941,10524.413544669736,1416.5864553302636,Overpaid
Female,Married,Jakarta,D3,Sales,High,21.0,9.0,48.8,9.9,56.5,17.9,9199,10186.433667372137,-987.4336673721373,Underpaid
Male,Married,Bandung,SMA,HR,High,35.0,13.0,36.1,9.9,63.1,13.4,11106,10585.151979977149,520.8480200228514,Overpaid
Male,Single,Surabaya,D3,Marketing,High,28.0,7.0,37.7,6.3,95.6,14.9,73930,8529.520095827282,65400.47990417272,Overpaid
Male,Single,Surabaya,SMA,Finance,Low,42.0,7.0,34.2,9.9,73.1,11.7,7353,6717.435223833763,635.5647761662367,Overpaid
Male,Single,Surabaya,S1,Sales,High,31.0,13.0,30.9,7.2,84.8,1.7,11357,10312.031531668406,1044.9684683315936,Overpaid
Other,Married,Surabaya,S1,Marketing,Low,34.0,6.0,43.6,4.9,86.3,10.8,5840,6992.728751216393,-1152.728751216393,Underpaid
Male,Married,Bandung,S1,Marketing,Low,30.0,8.0,41.1,12.4,78.9,12.0,7753,7586.903142247721,166.096857752279,Fair
Male,Married,Surabaya,SMA,Sales,High,49.0,13.0,40.1,9.9,85.2,4.6,10534,10945.76545917965,-411.76545917965086,Fair
Female,Married,Jakarta,S1,Sales,High,32.0,10.0,33.0,9.9,53.9,9.4,13634,9206.497562881688,4427.502437118312,Overpaid
Female,Divorced,Surabaya,S1,Marketing,High,50.0,13.0,48.2,9.5,72.7,4.5,10071,11509.474656845125,-1438.4746568451246,Underpaid
Female,Single,Surabaya,SMA,Finance,High,35.0,12.0,37.5,9.9,44.2,8.3,10665,10310.784473925534,354.21552607446574,Fair
Male,Married,Bandung,D3,IT,High,39.0,13.0,42.7,6.5,57.5,7.8,9613,11022.942520330313,-1409.9425203303126,Underpaid
Female,Single,Jakarta,SMA,Marketing,Low,35.0,5.0,32.7,9.9,69.5,17.0,4523,5766.8987618002975,-1243.8987618002975,Underpaid
Male,Single,Jakarta,SMA,Sales,High,38.0,11.0,39.0,9.3,68.3,7.0,9154,10161.482393665117,-1007.4823936651173,Underpaid
Other,Divorced,Bandung,SMA,HR,High,20.0,10.0,41.5,13.2,75.4,9.8,11041,10077.352832465274,963.6471675347257,Overpaid
Female,Married,Bandung,S1,HR,High,33.0,12.0,41.6,13.2,74.8,9.6,12705,10726.286348513413,1978.713651486587,Overpaid
Female,Single,Jakarta,D3,Sales,High,42.0,11.0,40.8,5.1,76.3,7.0,10066,10324.559510307668,-258.55951030766846,Fair
Male,Single,Jakarta,S2,Sales,High,35.0,12.0,42.5,9.9,76.7,13.6,10009,10876.547636847366,-867.5476368473664,Underpaid
Female,Single,Surabaya,SMA,IT,Low,24.0,8.0,34.3,7.8,78.3,0.0,7591,7113.342683372411,477.65731662758935,Fair
Female,Single,Bandung,S2,Sales,High,35.0,10.0,41.0,9.9,65.4,15.7,9434,9963.191352321124,-529.1913523211242,Underpaid
Male,Married,Jakarta,SMA,HR,Low,49.0,4.0,40.6,11.7,67.8,9.9,7523,5995.878833852626,1527.1211661473744,Overpaid
Male,Married,Jakarta,S1,Finance,Low,45.0,8.0,41.2,9.9,74.6,16.5,6898,7634.441302755155,-736.4413027551554,Underpaid
Other,Married,Bandung,D3,Sales,High,35.0,17.0,40.0,9.9,74.8,3.7,13731,12492.619461247117,1238.3805387528828,Overpaid
Male,Single,Bandung,SMA,IT,Low,43.0,12.0,33.6,14.0,64.2,2.2,7937,8474.239673991868,-537.2396739918677,Underpaid
Female,Single,Jakarta,S1,Finance,Low,32.0,10.0,33.4,9.9,85.8,8.5,7860,7915.46440230589,-55.46440230588996,Fair
Female,Single,Bandung,D3,IT,High,21.0,19.0,28.9,8.7,82.2,12.5,12390,12415.405738710682,-25.40573871068227,Fair
Male,Married,Jakarta,S1,Finance,Low,28.0,3.0,40.0,11.7,66.4,7.2,6320,5675.1272042986975,644.8727957013025,Overpaid
Male,Divorced,Jakarta,S1,Sales,Low,48.0,4.0,44.1,9.9,72.9,12.9,6410,6415.24718817711,-5.24718817710982,Fair
Other,Single,Surabaya,D3,HR,High,33.0,19.0,44.2,10.9,95.1,9.8,14097,13684.798707101549,412.20129289845136,Fair
Female,Single,Surabaya,D3,Finance,High,33.0,10.0,41.5,9.9,76.6,13.3,9194,10022.526686147188,-828.5266861471882,Underpaid
Male,Single,Bandung,S1,Marketing,Low,33.0,9.0,29.3,9.6,79.0,10.5,5913,7037.588403891815,-1124.5884038918148,Underpaid
Female,Single,Bandung,SMA,IT,Low,50.0,4.0,34.9,9.8,68.9,10.5,6062,5543.471240817359,518.5287591826409,Overpaid
Male,Single,Jakarta,S1,Finance,High,48.0,12.0,40.0,9.9,71.9,6.9,10897,10590.830894616085,306.16910538391494,Fair
Female,Divorced,Surabaya,S1,IT,High,53.0,13.0,40.7,7.7,90.1,9.7,11910,10990.714761689138,919.285238310862,Overpaid
Male,Married,Bandung,SMA,HR,Low,34.0,5.0,38.9,9.9,76.1,4.9,8236,6326.321895115994,1909.6781048840057,Overpaid
Male,Single,Jakarta,SMA,IT,High,37.0,9.0,41.8,9.9,74.3,6.1,9095,9573.341431605246,-478.3414316052458,Fair
Male,Single,Surabaya,S1,IT,High,23.0,10.0,40.1,9.9,75.1,12.6,9417,9846.983777664651,-429.9837776646509,Fair
Male,Single,Jakarta,D3,Marketing,High,47.0,11.0,40.6,14.8,100.5,7.7,9578,10269.61025893285,-691.6102589328493,Underpaid
Female,Single,Surabaya,D3,IT,Low,26.0,4.0,36.8,6.0,75.4,6.3,4230,5780.778386692066,-1550.7783866920663,Underpaid
Female,Married,Jakarta,SMA,Finance,High,37.0,16.0,44.9,5.7,66.7,12.2,13452,12479.26367823244,972.7363217675593,Overpaid
Female,Married,Surabaya,S1,IT,High,26.0,15.0,37.8,9.9,68.4,11.9,12024,11463.919989059406,560.0800109405936,Overpaid
Female,Married,Jakarta,SMA,Sales,Low,30.0,8.0,33.3,10.4,82.8,8.9,7335,7093.594721479264,241.40527852073592,Fair
Male,Married,Jakarta,D3,Finance,Low,28.0,9.0,36.1,9.9,60.7,9.3,8052,7604.666275597993,447.33372440200674,Fair
Female,Married,Bandung,S1,Sales,Low,30.0,9.0,38.3,9.9,79.5,12.1,8804,7871.600976989316,932.3990230106838,Overpaid
Female,Single,Surabaya,SMA,IT,Low,31.0,6.0,45.0,14.2,67.8,14.8,7159,7185.820914860393,-26.820914860392804,Fair
Male,Single,Surabaya,D3,IT,Low,31.0,8.0,39.8,12.9,56.4,9.8,8421,7454.15729599733,966.84270400267,Overpaid
Male,Single,Bandung,S2,Finance,Low,42.0,9.0,39.1,9.9,65.2,4.0,7485,7869.547992279689,-384.5479922796894,Fair
Female,Married,Bandung,S1,Sales,High,26.0,18.0,40.0,8.7,75.3,8.9,11566,12925.649645277506,-1359.6496452775064,Underpaid
Male,Married,Jakarta,S1,Sales,High,35.0,15.0,43.9,11.7,89.0,8.0,10572,12120.917663604812,-1548.9176636048123,Underpaid
Male,Married,Surabaya,D3,Marketing,High,45.0,15.0,36.7,12.8,84.1,4.7,13418,11313.357452417546,2104.6425475824544,Overpaid
Female,Married,Jakarta,S1,IT,High,31.0,12.0,39.5,8.4,72.1,12.5,10023,10485.78402433135,-462.7840243313494,Fair
Female,Married,Jakarta,SMA,IT,Low,29.0,4.0,47.4,9.9,84.7,12.9,7948,6658.923860156683,1289.076139843317,Overpaid
Female,Married,Jakarta,SMA,Finance,Low,33.0,10.0,42.5,8.3,71.4,9.8,8158,8539.746300480598,-381.7463004805977,Fair
Female,Married,Bandung,SMA,Marketing,High,35.0,15.0,31.9,6.0,60.3,5.0,10504,10890.081592947961,-386.0815929479613,Fair
Female,Single,Bandung,S1,Finance,High,31.0,13.0,39.7,9.1,59.9,10.0,11939,10978.842078585827,960.157921414173,Overpaid
Female,Single,Bandung,D3,Sales,High,39.0,22.0,33.9,6.2,82.9,11.5,13791,13975.46524368545,-184.46524368545033,Fair
Female,Single,Surabaya,S1,HR,High,26.0,15.0,43.2,9.9,83.1,10.6,11422,12079.055112815182,-657.0551128151819,Underpaid
Male,Married,Surabaya,S1,Finance,High,40.0,17.0,40.2,11.4,66.2,9.9,11729,12429.819112593534,-700.8191125935336,Underpaid
Female,Married,Bandung,S1,Sales,High,38.0,10.0,40.8,12.1,76.5,9.3,9462,9922.086262146875,-460.086262146875,Fair
Female,Single,Bandung,D3,Finance,High,33.0,15.0,36.5,7.7,76.4,15.5,10127,11534.12779760089,-1407.1277976008896,Underpaid
Female,Married,Bandung,S1,Finance,Low,28.0,6.0,48.7,9.9,83.7,5.7,6434,7604.862541447954,-1170.8625414479538,Underpaid
Male,Married,Surabaya,D3,HR,High,28.0,14.0,54.2,9.9,62.5,9.1,12680,12442.242529030555,237.75747096944542,Fair
Male,Divorced,Surabaya,SMA,IT,High,39.0,13.0,38.6,8.0,81.0,15.4,11031,10834.929025104484,196.07097489551597,Fair
Male,Married,Jakarta,S2,Finance,Low,45.0,11.0,40.0,9.9,61.8,5.9,8537,8614.115077636296,-77.11507763629561,Fair
Female,Single,Bandung,SMA,HR,Low,39.0,7.0,38.7,9.2,85.6,13.7,7270,7159.257255002851,110.7427449971492,Fair
Female,Divorced,Surabaya,S1,Finance,High,18.0,9.0,35.8,14.7,68.3,2.9,9791,9222.60294480192,568.3970551980801,Overpaid
Female,Single,Surabaya,D3,Sales,Low,30.0,10.0,34.6,8.5,87.2,13.3,5625,8005.269931624724,-2380.2699316247244,Underpaid
Female,Married,Surabaya,S1,Finance,Low,35.0,5.0,34.3,6.7,59.3,7.6,6377,5878.335382280585,498.6646177194152,Fair
Male,Single,Bandung,D3,Marketing,High,28.0,11.0,42.0,12.0,86.0,12.1,10382,10402.622846516304,-20.62284651630398,Fair
Male,Divorced,Jakarta,SMA,HR,High,30.0,15.0,27.1,9.9,78.5,15.9,9862,10761.292358253962,-899.2923582539624,Underpaid
Male,Married,Bandung,D3,IT,High,37.0,10.0,42.2,9.9,73.0,3.9,9555,9920.98206679839,-365.9820667983895,Fair
Male,Married,Bandung,D3,HR,Low,34.0,7.0,39.8,16.4,78.1,9.8,7451,7183.231102021971,267.7688979780287,Fair
Female,Married,Jakarta,S1,IT,High,17.0,6.0,40.0,9.9,69.0,4.1,9372,8295.21642730571,1076.7835726942903,Overpaid
Male,Single,Bandung,S1,HR,Low,18.0,9.0,41.9,6.3,101.2,9.8,8789,8308.783340325193,480.2166596748066,Fair
Male,Married,Surabaya,S2,HR,High,30.0,13.0,40.0,1.5,69.1,9.6,10622,10894.726280114057,-272.72628011405686,Fair
Female,Single,Surabaya,SMA,Finance,High,39.0,13.0,28.9,9.8,88.2,19.8,9835,10152.304758514269,-317.30475851426854,Fair
Male,Married,Jakarta,S1,Finance,Low,13.0,6.0,36.4,13.0,67.6,5.9,7334,6585.260682487467,748.7393175125326,Overpaid
Male,Married,Surabaya,S1,Marketing,Low,31.0,6.0,36.9,10.3,91.0,7.8,5910,6490.394963428723,-580.3949634287228,Underpaid
Female,Divorced,Jakarta,S2,Sales,High,31.0,13.0,44.7,14.2,95.1,16.1,11173,11564.164549253575,-391.1645492535754,Fair
Male,Married,Bandung,SMA,Marketing,Low,46.0,6.0,40.0,9.9,78.9,2.9,6930,6663.913930594954,266.08606940504615,Fair
Female,Married,Jakarta,S1,HR,Low,32.0,10.0,45.7,9.9,77.9,6.5,8851,8801.54546937155,49.45453062845081,Fair
Female,Married,Jakarta,S1,Marketing,High,38.0,11.0,33.4,9.9,65.4,12.5,9763,9513.439800314127,249.56019968587316,Fair
Male,Married,Surabaya,SMA,Finance,Low,36.0,12.0,40.0,8.8,64.2,4.9,8467,9011.621421044627,-544.6214210446269,Underpaid
Male,Single,Jakarta,S1,HR,High,18.0,14.0,43.6,10.2,78.0,12.6,12707,11765.056489691633,941.943510308367,Overpaid
Female,Married,Jakarta,SMA,HR,Low,41.0,4.0,29.9,7.4,89.6,9.8,2772,5238.2027451213,-2466.2027451213,Underpaid
Male,Single,Jakarta,S1,Marketing,Low,37.0,0.0,46.6,9.3,69.5,2.4,4508,4982.864414990061,-474.86441499006105,Fair
Female,Married,Bandung,S2,IT,Low,39.0,7.0,40.5,10.2,97.1,14.8,8488,7240.7620283757915,1247.2379716242085,Overpaid
Female,Married,Surabaya,S1,Sales,High,66.0,19.0,42.0,9.9,68.9,3.7,12508,13248.106162478696,-740.1061624786962,Underpaid
Female,Divorced,Surabaya,D3,Marketing,High,18.0,20.0,35.7,14.0,77.3,13.9,13991,13303.110435875315,687.8895641246854,Overpaid
Female,Married,Jakarta,SMA,Marketing,High,49.0,19.0,46.4,9.0,77.3,10.6,14453,13616.236387880272,836.7636121197284,Overpaid
Female,Single,Jakarta,S2,Sales,Low,33.0,9.0,40.0,9.9,74.0,7.7,8234,8029.777549042401,204.222450957599,Fair
Male,Single,Bandung,D3,HR,Low,37.0,1.0,44.2,7.4,54.6,4.5,4567,5198.345517595411,-631.3455175954114,Underpaid
Male,Single,Surabaya,SMA,HR,Low,35.0,2.0,44.1,12.0,68.8,11.6,4945,5619.595213931443,-674.5952139314431,Underpaid
Female,Divorced,Surabaya,S1,IT,Low,32.0,7.0,35.1,5.8,77.0,5.6,5443,6774.4845601307725,-1331.4845601307725,Underpaid
Male,Single,Jakarta,D3,Marketing,High,30.0,9.0,40.0,9.4,74.0,16.0,9388,9416.694765649447,-28.69476564944671,Fair
Female,Divorced,Bandung,SMA,Sales,High,38.0,17.0,41.2,14.0,81.4,16.2,13533,12714.68849798073,818.3115020192708,Overpaid
Female,Divorced,Bandung,SMA,Finance,High,23.0,14.0,43.3,10.9,82.6,18.2,10871,11805.20369193646,-934.20369193646,Underpaid
Male,Married,Jakarta,SMA,Finance,Low,41.0,10.0,32.4,9.9,72.6,11.4,8330,7677.315676187754,652.6843238122456,Overpaid
Male,Single,Jakarta,S1,Marketing,High,32.0,6.0,40.0,9.9,65.4,8.0,9649,8231.665242209618,1417.3347577903824,Overpaid
Female,Single,Jakarta,S1,Marketing,Low,26.0,5.0,33.9,6.9,90.5,8.5,5724,5973.567078339506,-249.56707833950622,Fair
Female,Married,Jakarta,S1,Finance,High,31.0,11.0,45.1,7.4,61.4,9.8,10365,10603.488259936206,-238.4882599362063,Fair
Male,Married,Jakarta,S1,Finance,High,45.0,13.0,35.0,9.9,69.0,11.2,10538,10502.67155291167,35.328447088329995,Fair
Female,Divorced,Bandung,S1,Sales,High,31.0,12.0,36.9,9.9,66.5,12.2,9526,10420.388851214724,-894.3888512147241,Underpaid
Male,Single,Bandung,S1,HR,Low,38.0,5.0,43.9,9.9,82.5,16.2,7576,6810.832219015862,765.1677809841376,Overpaid
Male,Married,Jakarta,SMA,IT,High,29.0,13.0,45.1,10.3,88.2,10.1,12003,11393.502350645194,609.4976493548056,Overpaid
Male,Married,Jakarta,S1,Finance,High,41.0,12.0,33.6,14.1,73.3,3.0,10268,10047.100005910475,220.89999408952463,Fair
Male,Single,Surabaya,D3,HR,Low,40.0,5.0,45.5,14.8,77.3,8.0,8061,6889.215422397561,1171.7845776024387,Overpaid
Female,Married,Bandung,S1,Sales,Low,35.0,6.0,45.2,9.9,79.3,9.8,5440,7278.253908359955,-1838.253908359955,Underpaid
Female,Married,Bandung,S1,Marketing,Low,34.0,13.0,35.3,13.7,93.0,2.2,8859,9054.007975222356,-195.00797522235553,Fair
Other,Single,Jakarta,D3,Sales,Low,40.0,9.0,48.0,9.9,57.3,13.7,8785,8580.191696125443,204.80830387455717,Fair
Male,Single,Bandung,S2,Sales,High,36.0,18.0,32.7,9.9,82.4,8.0,11476,12365.220239429786,-889.2202394297856,Underpaid
Female,Married,Bandung,SMA,Finance,High,45.0,13.0,40.0,9.9,78.8,5.6,9468,10964.476792656205,-1496.4767926562054,Underpaid
Female,Married,Bandung,S1,IT,High,29.0,8.0,42.4,9.9,71.3,12.0,9129,9218.42687000816,-89.42687000815931,Fair
Male,Single,Surabaya,SMA,Finance,Low,41.0,10.0,35.7,9.1,78.3,17.8,8680,8004.948377197538,675.0516228024617,Overpaid
Male,Single,Bandung,S2,Marketing,Low,33.0,10.0,41.3,12.3,82.4,11.7,8995,8421.794136072227,573.205863927773,Overpaid
Female,Divorced,Jakarta,SMA,Finance,Low,34.0,6.0,41.2,14.2,80.8,8.7,6895,7038.83974197941,-143.83974197941006,Fair
Female,Married,Bandung,SMA,Marketing,Low,36.0,5.0,39.1,9.2,96.6,3.5,6006,6332.047911683322,-326.0479116833221,Fair
Female,Married,Bandung,D3,Finance,High,37.0,14.0,44.2,8.1,76.3,9.5,11174,11708.26248157977,-534.2624815797699,Underpaid
Female,Single,Surabaya,D3,IT,High,34.0,14.0,38.9,11.0,75.3,3.3,12273,11228.582895246094,1044.4171047539057,Overpaid
Male,Single,Bandung,SMA,HR,Low,37.0,13.0,41.2,9.9,73.2,8.5,8852,9586.021738603542,-734.021738603542,Underpaid
Male,Married,Surabaya,S1,Finance,High,48.0,18.0,45.7,9.5,80.5,9.7,14848,13281.478703142528,1566.5212968574724,Overpaid
Male,Single,Surabaya,D3,Finance,High,43.0,7.0,44.0,10.0,74.7,1.8,10189,9025.59761105413,1163.4023889458695,Overpaid
Male,Married,Surabaya,SMA,Sales,High,42.0,18.0,43.9,9.9,75.1,16.9,14660,13148.347545788427,1511.652454211573,Overpaid
Female,Single,Bandung,D3,HR,Low,31.0,5.0,34.3,10.3,75.2,3.8,4935,6025.85131138259,-1090.8513113825902,Underpaid
Female,Single,Jakarta,S1,Sales,Low,28.0,5.0,42.6,7.5,73.7,9.8,6276,6742.806828779003,-466.8068287790029,Fair
Male,Married,Jakarta,S1,IT,Low,43.0,1.0,35.6,9.9,68.9,12.7,5094,4419.273923955067,674.7260760449326,Overpaid
Male,Divorced,Surabaya,S1,Finance,Low,47.0,7.0,39.6,9.9,72.1,6.0,6958,7146.861980662991,-188.8619806629913,Fair
Male,Divorced,Jakarta,D3,Sales,High,30.0,13.0,35.5,9.9,81.1,2.5,9947,10730.496297542875,-783.4962975428753,Underpaid
Male,Married,Bandung,SMA,Finance,Low,33.0,11.0,44.0,12.7,76.1,15.4,8773,9067.635320789635,-294.63532078963544,Fair
Male,Married,Jakarta,SMA,Marketing,Low,22.0,4.0,44.1,12.4,71.1,3.8,6277,6312.101255652915,-35.101255652914915,Fair
Male,Single,Bandung,S1,HR,Low,32.0,8.0,30.5,9.9,90.6,11.8,5842,6902.583353525635,-1060.5833535256352,Underpaid
